stock_full_name,stock_name,stock_code,is_shariah,category
TSH RESOURCES BERHAD,TSH,9059,True,Plantation
BATU KAWAN BERHAD,BKAWAN,1899,True,Plantation
ACME HOLDINGS BERHAD,ACME,7131,True,Property
TRC SYNERGY BHD,TRC,5054,True,Construction
JHM CONSOLIDATION BHD,JHM,0127,True,Semiconductors
DOMINANT ENTERPRISE BERHAD,DOMINAN,7169,True,Wood & Wood Products
KUALA LUMPUR KEPONG BERHAD,KLK,2445,True,Plantation
KNUSFORD BERHAD,KNUSFOR,5035,True,Industrial Services
PLENITUDE BHD,PLENITU,5075,True,Property
ECO WORLD DEVELOPMENT GROUP BERHAD,ECOWLD,8206,True,Property
PETRONAS CHEMICALS GROUP BERHAD,PCHEM,5183,True,Chemicals
PMB TECHNOLOGY BERHAD,PMBTECH,7172,True,Metals
INSAS BERHAD,INSAS,3379,False,Other Financials
APM AUTOMOTIVE HOLDINGS BERHAD,APM,5015,True,Auto Parts
SIME DARBY PROPERTY BERHAD,SIMEPROP,5288,True,Property
VELESTO ENERGY BERHAD,VELESTO,5243,True,"Energy, Infrastructure, Equipment & Services"
UMS-NEIKEN GROUP BHD,UMSNGB,7227,False,"Industrial Materials, Components & Equipment"
GROMUTUAL BHD,GMUTUAL,9962,True,Property
SUNGEI BAGAN RUBBER CO (M) BHD,SBAGAN,2569,False,Plantation
CWG HOLDINGS BERHAD,CWG,9423,True,Consumer Services
XL HOLDINGS BERHAD,XL,7121,True,Consumer Services
KAREX BERHAD,KAREX,5247,True,Personal Goods
KLUANG RUBBER COMPANY (MALAYA) BERHAD,KLUANG,2453,False,Plantation
META BRIGHT GROUP BERHAD,MBRIGHT,2097,True,"Travel, Leisure & Hospitality"
RESINTECH BERHAD,RESINTC,7232,True,Building Materials
PBA HOLDINGS BHD,PBA,5041,True,"Gas, Water & Multi-Utilities"
ASIA BRANDS BERHAD,ASIABRN,7722,True,Personal Goods
AFFIN BANK BERHAD,AFFIN,5185,False,Banking
UWC BERHAD,UWC,5292,True,Semiconductors
JKG LAND BERHAD,JKGLAND,6769,True,Property
WANG-ZHENG BHD,WANGZNG,7203,True,Houshold Goods
MESINIAGA BERHAD,MSNIAGA,5011,True,Digital Services
FACB INDUSTRIES INCORPORATED,FACBIND,2984,False,Metals
CAHYA MATA SARAWAK BERHAD,CMSB,2852,True,Building Materials
TANCO HOLDINGS BERHAD,TANCO,2429,True,Property
DPS RESOURCES BERHAD,DPS,7198,True,Property
BESHOM HOLDINGS BERHAD,BESHOM,7668,False,Retailers
UNISEM (M) BERHAD,UNISEM,5005,True,Semiconductors
KHIND HOLDINGS BERHAD,KHIND,7062,True,Houshold Goods
AL-SALAM REAL ESTATE INVESTMENT TRUST,ALSREIT,5269,True,Real Estate Investment Trusts
KOBAY TECHNOLOGY BHD,KOBAY,6971,True,"Industrial Materials, Components & Equipment"
RESERVOIR LINK ENERGY BHD,RL,0219,True,"Energy, Infrastructure, Equipment & Services"
ASTRO MALAYSIA HOLDINGS BERHAD,ASTRO,6399,False,Media
ORNAPAPER BHD,ORNA,5065,True,Packaging Materials
BRIGHT PACKAGING INDUSTRY BERHAD,BRIGHT,9938,False,Packaging Materials
GENTING MALAYSIA BERHAD,GENM,4715,False,"Travel, Leisure & Hospitality"
IQ GROUP HOLDINGS BERHAD,IQGROUP,5107,True,Houshold Goods
SURIA CAPITAL HOLDINGS BHD,SURIA,6521,True,Transportation & Logistics Services
TURIYA BERHAD,TURIYA,4359,True,Semiconductors
APB RESOURCES BHD,APB,5568,True,Industrial Engineering
DRB-HICOM BERHAD,DRBHCOM,1619,True,Automotive
LAND & GENERAL BERHAD,L&G,3174,True,Property
IJM CORPORATION BERHAD,IJM,3336,True,Construction
TIEN WAH PRESS HOLDINGS BERHAD,TIENWAH,7374,False,Industrial Services
SOLID AUTOMOTIVE BERHAD,SOLID,5242,True,Automotive
FIMA CORPORATION BERHAD,FIMACOR,3107,True,Industrial Services
MULPHA INTERNATIONAL BHD,MULPHA,3905,False,"Travel, Leisure & Hospitality"
LOTUS KFM BERHAD,LOTUS,8303,True,Food & Beverages
UPA CORPORATION BHD,UPA,7757,True,Consumer Services
G3 GLOBAL BERHAD,G3,7184,True,Personal Goods
SELANGOR DREDGING BERHAD,SDRED,2224,True,Property
UNITED MALACCA BERHAD,UMCCA,2593,True,Plantation
NEGRI SEMBILAN OIL PALMS BERHAD,NSOP,2038,True,Plantation
PROPEL GLOBAL BERHAD,PGB,0091,True,"Energy, Infrastructure, Equipment & Services"
IOI PROPERTIES GROUP BERHAD,IOIPG,5249,False,Property
KEN HOLDINGS BHD,KEN,7323,False,Property
IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST,IGBCR,5299,False,Real Estate Investment Trusts
PERAK CORPORATION BERHAD,PRKCORP,8346,True,Transportation & Logistics Services
GLOBALTEC FORMATION BERHAD,GLOTEC,5220,True,"Industrial Materials, Components & Equipment"
GENTING BHD,GENTING,3182,False,"Travel, Leisure & Hospitality"
BCB BERHAD,BCB,6602,True,Property
NAIM HOLDINGS BERHAD,NAIM,5073,True,Property
IMASPRO CORPORATION BHD,IMASPRO,7222,True,Chemicals
SEAL INCORPORATED BERHAD,SEAL,4286,False,Property
GABUNGAN AQRS BERHAD,GBGAQRS,5226,True,Construction
SIN HENG CHAN (MALAYA) BERHAD,SHCHAN,4316,True,Plantation
SERN KOU RESOURCES BERHAD,SERNKOU,7180,True,Houshold Goods
NEXTGREEN GLOBAL BERHAD,NGGB,7241,True,Industrial Services
BINA DARULAMAN BERHAD,BDB,6173,True,Property
CJ CENTURY LOGISTICS HOLDINGS BERHAD,CJCEN,7117,True,Transportation & Logistics Services
OKA CORPORATION BHD,OKA,7140,True,Building Materials
CITAGLOBAL BERHAD,CITAGLB,7245,True,Metals
COASTAL CONTRACTS BHD,COASTAL,5071,False,"Energy, Infrastructure, Equipment & Services"
GUOCOLAND (MALAYSIA) BHD,GUOCO,1503,True,Property
OCEANCASH PACIFIC BERHAD,OCNCASH,0049,True,Personal Goods
TEK SENG HOLDINGS BHD,TEKSENG,7200,True,Houshold Goods
MICROLINK SOLUTIONS BERHAD,MICROLN,0126,True,Digital Services
S P SETIA BERHAD,SPSETIA,8664,True,Property
TURBO-MECH BERHAD,TURBO,5167,False,"Industrial Materials, Components & Equipment"
MALAYSIAN RESOURCES CORPORATION BERHAD,MRCB,1651,True,Property
RHONG KHEN INTERNATIONAL BERHAD,RKI,7006,True,Houshold Goods
RADIUM DEVELOPMENT BERHAD,RADIUM,5313,True,Property
METROD HOLDINGS BERHAD,METROD,6149,False,Metals
M & A EQUITY HOLDINGS BERHAD,M&A,7082,False,Other Financials
PROTASCO BERHAD,PRTASCO,5070,True,Construction
APEX EQUITY HOLDINGS BHD,APEX,5088,False,Other Financials
TOYO VENTURES HOLDINGS BERHAD,TOYOVEN,7173,True,Chemicals
SHANGRI-LA HOTELS (M) BHD,SHANG,5517,True,"Travel, Leisure & Hospitality"
PASDEC HOLDINGS BHD,PASDEC,6912,True,Property
Y&G CORPORATION BHD,Y&G,7003,True,Property
COUNTRY VIEW BERHAD,CVIEW,5049,True,Property
BERJAYA FOOD BERHAD,BJFOOD,5196,True,"Travel, Leisure & Hospitality"
UEM EDGENTA BERHAD,EDGENTA,1368,True,Industrial Services
TDM BERHAD,TDM,2054,True,Plantation
HEXZA CORPORATION BHD,HEXZA,3298,False,Chemicals
MITRAJAYA HOLDINGS BERHAD,MITRA,9571,True,Construction
CAN-ONE BHD,CANONE,5105,False,Packaging Materials
GLOMAC BERHAD,GLOMAC,5020,True,Property
RIVERVIEW RUBBER ESTATES BERHAD,RVIEW,2542,True,Plantation
MALAYSIAN PACIFIC INDUSTRIES,MPI,3867,True,Semiconductors
FGV HOLDINGS BERHAD,FGV,5222,True,Plantation
AMFIRST REAL ESTATE INVESTMENT TRUST,AMFIRST,5120,False,Real Estate Investment Trusts
LION POSIM BERHAD,LIONPSIM,8486,True,Industrial Services
NPC RESOURCES BERHAD,NPC,5047,True,Plantation
DUTALAND BERHAD,DUTALND,3948,False,Plantation
HUA YANG BERHAD,HUAYANG,5062,True,Property
MINHO (M) BHD,MINHO,5576,True,Wood & Wood Products
EKSONS CORPORATION BERHAD,EKSONS,9016,False,Wood & Wood Products
ABLEGROUP BERHAD,ABLEGRP,7086,True,Building Materials
MPHB CAPITAL BERHAD,MPHBCAP,5237,False,Property
ICON OFFSHORE BERHAD,ICON,5255,True,"Energy, Infrastructure, Equipment & Services"
SUNSURIA BERHAD,SUNSURIA,3743,True,Property
HO WAH GENTING BERHAD,HWGB,9601,True,"Industrial Materials, Components & Equipment"
MAYU GLOBAL GROUP BERHAD,MAYU,7099,True,Metals
TWL HOLDINGS BERHAD,TWL,7079,True,Property
MULTI-USAGE HOLDINGS BERHAD,MUH,9539,True,Property
ESTHETICS INTERNATIONAL GROUP BERHAD,EIG,5081,True,Personal Goods
NTPM HOLDINGS BERHAD,NTPM,5066,True,Houshold Goods
ENGTEX GROUP BERHAD,ENGTEX,5056,True,Metals
VARIA BERHAD,VARIA,5006,True,Construction
FAJARBARU BUILDER GROUP BHD,FAJAR,7047,True,Construction
VERSATILE CREATIVE BERHAD,VERSATL,4995,True,Packaging Materials
TONG HERR RESOURCES BHD,TONGHER,5010,True,Metals
CHIN WELL HOLDINGS BHD,CHINWEL,5007,True,"Industrial Materials, Components & Equipment"
STAR MEDIA GROUP BERHAD,STAR,6084,True,Media
KUMPULAN JETSON BERHAD,JETSON,9083,True,Auto Parts
ROHAS TECNIC BERHAD,ROHAS,9741,True,Industrial Engineering
UEM SUNRISE BERHAD,UEMS,5148,True,Property
AGESON BERHAD,AGES,7145,True,Construction
MAXIM GLOBAL BERHAD,MAXIM,4022,True,Property
I-BERHAD,IBHD,4251,True,Property
KIMLUN CORPORATION BERHAD,KIMLUN,5171,True,Construction
TAFI INDUSTRIES BERHAD,TAFI,7211,True,Houshold Goods
MK LAND HOLDINGS BHD,MKLAND,8893,True,Property
JAKS RESOURCES BERHAD,JAKS,4723,True,Construction
ZECON BERHAD,ZECON,7028,True,Construction
SEACERA GROUP BERHAD,SEACERA,7073,True,Building Materials
LUSTER INDUSTRIES BHD.,LUSTER,5068,True,"Industrial Materials, Components & Equipment"
KUMPULAN PERANGSANG SELANGOR BERHAD,KPS,5843,True,Diversified Industrials
HEXTAR RETAIL BERHAD,HEXRTL,7202,True,Houshold Goods
PIMPINAN EHSAN BERHAD,PEB,5622,True,Construction
PUNCAK NIAGA HOLDINGS BERHAD,PUNCAK,6807,True,Construction
PAOS HOLDINGS BERHAD,PAOS,5022,True,Houshold Goods
PCCS GROUP BERHAD,PCCS,6068,True,Personal Goods
AMANAHRAYA REITS,ARREIT,5127,False,Real Estate Investment Trusts
EWEIN BERHAD,EWEIN,7249,True,Property
LEBTECH BERHAD,LEBTECH,9628,True,Construction
BERJAYA LAND BERHAD,BJLAND,4219,False,"Travel, Leisure & Hospitality"
ICAPITAL.BIZ BERHAD,ICAP,5108,False,Closed End Fund
PJBUMI BERHAD,PJBUMI,7163,True,Industrial Services
KOSSAN RUBBER INDUSTRIES BERHAD,KOSSAN,7153,True,Health Care Equipment & Services
BERTAM ALLIANCE BERHAD,BERTAM,9814,True,Property
ASIAN PAC HOLDINGS BERHAD,ASIAPAC,4057,True,Property
SYCAL VENTURES BHD,SYCAL,9717,False,Construction
HUBLINE BERHAD,HUBLINE,7013,True,Transportation & Logistics Services
TITIJAYA LAND BERHAD,TITIJYA,5239,True,Property
MALAYSIA STEEL WORKS (KL)BHD,MASTEEL,5098,True,Metals
MYCRON STEEL BHD,MYCRON,5087,True,Metals
CHOO BEE METAL INDUSTRIES BHD,CHOOBEE,5797,True,Metals
RGT BERHAD,RGTBHD,9954,True,Chemicals
ILB GROUP BERHAD,ILB,5614,False,Transportation & Logistics Services
KESM INDUSTRIES BERHAD,KESM,9334,True,Semiconductors
OM HOLDINGS LIMITED,OMH,5298,True,Metals
ALLIANZ MALAYSIA BERHAD-ICPS,ALLIANZ-PA,1163PA,False,Insurance
DESTINI BERHAD - ORDINARY RIGHTS,DESTINI-OR,7212OR,True,
PHARMANIAGA BERHAD,PHARMA,7081,True,Pharmaceuticals
BARAKAH OFFSHORE PETROLEUM BERHAD,BARAKAH,7251,True,"Energy, Infrastructure, Equipment & Services"
SAPURA ENERGY BERHAD,SAPNRG,5218,True,"Energy, Infrastructure, Equipment & Services"
IREKA CORPORATION BERHAD,IREKA,8834,True,Construction
SARAWAK CABLE BERHAD,SCABLE,5170,True,"Industrial Materials, Components & Equipment"
SCOMI ENERGY SERVICES BHD,SCOMIES,7045,True,"Energy, Infrastructure, Equipment & Services"
ALAM MARITIM RESOURCES BHD,ALAM,5115,True,"Energy, Infrastructure, Equipment & Services"
CAPITAL A BERHAD,CAPITALA,5099,True,"Travel, Leisure & Hospitality"
KHEE SAN BERHAD,KHEESAN,6203,False,Food & Beverages
LANDMARKS BERHAD,LANDMRK,1643,False,"Travel, Leisure & Hospitality"
PTT SYNERGY GROUP BERHAD,PTT,7010,True,Property
SOUTHERN ACIDS (M) BERHAD,SAB,5134,True,Chemicals
ANN JOO RESOURCES BERHAD,ANNJOO,6556,False,Metals
TUNE PROTECT GROUP BERHAD,TUNEPRO,5230,False,Insurance
GOPENG BERHAD,GOPENG,2135,False,Plantation
MALPAC HOLDINGS BERHAD,MALPAC,4936,False,Plantation
PARAGON GLOBE BERHAD,PGLOBE,3611,True,Property
EFFICIENT E-SOLUTIONS BERHAD,EFFICEN,0064,True,Industrial Services
ECOFIRST CONSOLIDATED BHD,ECOFIRS,3557,True,Property
GLOBAL ORIENTAL BERHAD,GOB,1147,True,Property
HEXTAR TECHNOLOGIES SOLUTIONS BERHAD,HEXTECH,5136,True,Transportation & Logistics Services
MALAYAN FLOUR MILLS BERHAD,MFLOUR,3662,True,Food & Beverages
AWANBIRU TECHNOLOGY BERHAD,AWANTEC,5204,True,Digital Services
SMIS CORPORATION BHD,SMISCOR,7132,True,Auto Parts
JASA KITA BERHAD,JASKITA,8648,False,"Industrial Materials, Components & Equipment"
SBC CORPORATION BERHAD,SBCCORP,5207,True,Property
MUHIBBAH ENGINEERING (M) BHD,MUHIBAH,5703,True,Construction
AXTERIA GROUP BERHAD,AXTERIA,7120,True,Property
WARISAN TC HOLDINGS BHD,WARISAN,5016,True,"Travel, Leisure & Hospitality"
XIDELANG HOLDINGS LTD,XDL,5156,False,Personal Goods
ISKANDAR WATERFRONT CITY BERHAD,IWCITY,1589,True,Property
HEVEABOARD BHD,HEVEA,5095,True,Wood & Wood Products
PENSONIC HOLDINGS BERHAD,PENSONI,9997,True,Houshold Goods
PRICEWORTH INTERNATIONAL BERHAD,PWORTH,7123,True,Wood & Wood Products
INCH KENNETH KAJANG RUBBER PLC,INCKEN,2607,True,Plantation
PESTECH INTERNATIONAL BERHAD,PESTECH,5219,True,Industrial Engineering
LBI CAPITAL BHD,LBICAP,8494,False,Property
WMG HOLDINGS BERHAD,WMG,6378,False,Property
BERJAYA ASSETS BERHAD,BJASSET,3239,False,Property
PINTARAS JAYA BHD,PTARAS,9598,True,Construction
AWC BERHAD,AWC,7579,True,Industrial Services
CHUAN HUAT RESOURCES BHD,CHUAN,7016,True,Building Materials
SEALINK INTERNATIONAL BERHAD,SEALINK,5145,True,Transportation Equipment
MELEWAR INDUSTRIAL GROUP BHD,MELEWAR,3778,True,Metals
PARKSON HOLDINGS BERHAD,PARKSON,5657,True,Retailers
JOE HOLDING BERHAD,JOE,7096,False,Auto Parts
GEORGE KENT (MALAYSIA) BERHAD,GKENT,3204,True,Construction
TRANSOCEAN HOLDINGS BHD,TOCEAN,7218,True,Transportation & Logistics Services
SUPERMAX CORPORATION BHD,SUPERMX,7106,False,Health Care Equipment & Services
CITRA NUSA HOLDINGS BERHAD,CNH,5104,True,Consumer Services
SUBUR TIASA HOLDINGS BERHAD,SUBUR,6904,False,Wood & Wood Products
CME GROUP BERHAD,CME,7018,True,Industrial Services
D'NONCE TECHNOLOGY BHD,DNONCE,7114,True,Packaging Materials
EONMETALL GROUP BERHAD,EMETALL,7217,True,Metals
MALAYAN UNITED INDUSTRIES BERHAD,MUIIND,3891,False,"Travel, Leisure & Hospitality"
MUDA HOLDINGS BHD,MUDA,3883,True,Packaging Materials
WTK HOLDINGS BERHAD,WTK,4243,True,Wood & Wood Products
CYL CORPORATION BERHAD,CYL,7157,True,Packaging Materials
AVILLION BERHAD,AVI,8885,True,"Travel, Leisure & Hospitality"
MYNEWS HOLDINGS BERHAD,MYNEWS,5275,False,Retailers
WHITE HORSE BHD,WTHORSE,5009,True,Building Materials
PARKWOOD HOLDINGS BERHAD,PARKWD,2682,True,Property
ENCORP BHD,ENCORP,6076,True,Property
BERJAYA CORPORATION BERHAD,BJCORP,3395,False,Diversified Industrials
GADANG HOLDINGS BHD,GADANG,9261,True,Construction
PACIFIC & ORIENT BERHAD,P&O,6009,False,Insurance
HARN LEN CORPORATION BHD,HARNLEN,7501,True,Plantation
PERMAJU INDUSTRIES BHD,PERMAJU,7080,True,Automotive
GRAND CENTRAL ENTERPRISES BHD,GCE,5592,True,"Travel, Leisure & Hospitality"
KAMDAR GROUP(M)BHD,KAMDAR,8672,True,Retailers
MSM MALAYSIA HOLDINGS BERHAD,MSM,5202,True,Food & Beverages
VELOCITY CAPITAL PARTNER BERHAD,VELOCITY,7165,False,Building Materials
GUH HOLDINGS BHD,GUH,3247,True,"Industrial Materials, Components & Equipment"
ECO WORLD INTERNATIONAL BERHAD,EWINT,5283,True,Property
SEE HUP CONSOLIDATED BERHAD,SEEHUP,7053,True,Transportation & Logistics Services
TOWER REAL ESTATE INVESTMENT TRUST,TWRREIT,5111,False,Real Estate Investment Trusts
EVERGREEN FIBREBOARD BHD,EVERGRN,5101,True,Wood & Wood Products
TIMBERWELL BHD,TIMWELL,7854,True,Wood & Wood Products
DFCITY GROUP BERHAD,DFCITY,5165,True,Building Materials
WATTA HOLDING BERHAD,WATTA,7226,True,Auto Parts
MERCURY INDUSTRIES BERHAD,MERCURY,8192,True,Construction
GOLDEN LAND BERHAD,GLBHD,7382,True,Plantation
TROPICANA CORPORATION BERHAD,TROP,5401,True,Property
PEGASUS HEIGHTS BERHAD,PHB,4464,False,Property
COMFORT GLOVES BERHAD,COMFORT,2127,True,"Industrial Materials, Components & Equipment"
YNH PROPERTY BERHAD,YNHPROP,3158,True,Property
AURO HOLDINGS BERHAD,AURO,5025,True,Wood & Wood Products
FOCUS LUMBER BERHAD,FLBHD,5197,True,Wood & Wood Products
PAN MALAYSIA HOLDINGS BHD,PMHLDG,1287,True,"Travel, Leisure & Hospitality"
METRONIC GLOBAL BERHAD,MTRONIC,0043,True,Industrial Services
SWS CAPITAL BERHAD,SWSCAP,7186,True,Houshold Goods
CLASSITA HOLDINGS BERHAD,CLASSITA,7154,True,Personal Goods
MMS VENTURES BERHAD,MMSV,0113,True,Technology Equipment
TAN CHONG MOTOR HOLDINGS BERHAD,TCHONG,4405,True,Automotive
INDUSTRONICS BERHAD,ITRONIC,9393,True,Technology Equipment
CHINA OUHUA WINERY HLDGS LTD,CNOUHUA,5188,False,Food & Beverages
OLYMPIA INDUSTRIES BERHAD,OLYMPIA,3018,False,"Travel, Leisure & Hospitality"
DESTINI BERHAD,DESTINI,7212,True,Industrial Engineering
PINEHILL PACIFIC BERHAD,PINEPAC,1902,False,Plantation
FARLIM GROUP (M) BHD,FARLIM,6041,True,Property
MENTIGA CORPORATION BHD,MENTIGA,5223,True,Wood & Wood Products
MAA GROUP BERHAD,MAA,1198,False,Insurance
PDZ HOLDINGS BHD,PDZ,6254,False,Transportation & Logistics Services
PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,PERSTIM,5436,True,Metals
GREATER BAY HOLDINGS BERHAD,GBAY,9148,True,Packaging Materials
ASTRAL ASIA BERHAD,AASIA,7054,True,Plantation
SALCON BERHAD,SALCON,8567,True,"Gas, Water & Multi-Utilities"
LIEN HOE CORPORATION BHD,LIENHOE,3573,False,Property
TEXCHEM RESOURCES BHD,TEXCHEM,8702,True,Diversified Industrials
KOMARKCORP BERHAD,KOMARK,7017,True,Packaging Materials
MEDIA CHINESE INTERNATIONAL LIMITED,MEDIAC,5090,True,Media
TALAM TRANSFORM BERHAD,TALAMT,2259,True,Property
ECONPILE HOLDINGS BERHAD,ECONBHD,5253,True,Construction
MAJUPERAK HOLDINGS BERHAD,MJPERAK,8141,True,Property
SAUDEE GROUP BERHAD,SAUDEE,5157,True,Food & Beverages
ENG KAH CORPORATION BERHAD,ENGKAH,7149,True,Houshold Goods
SOUTH MALAYSIA INDUSTRIES BHD,SMI,4375,True,Property
SYMPHONY LIFE BERHAD,SYMLIFE,1538,True,Property
HARTALEGA HOLDINGS BERHAD,HARTA,5168,True,Health Care Equipment & Services
EKOVEST BHD,EKOVEST,8877,True,Construction
LOTTE CHEMICAL TITAN HOLDING BERHAD,LCTITAN,5284,True,Chemicals
COMPUGATES HOLDINGS BERHAD,COMPUGT,5037,True,Industrial Services
MALTON BERHAD,MALTON,6181,True,Property
PRG HOLDINGS BERHAD,PRG,7168,True,Personal Goods
RALCO CORPORATION BHD,RALCO,7498,True,Chemicals
GREENYIELD BERHAD,GREENYB,0136,True,Agricultural Products
FITTERS DIVERSIFIED BERHAD,FITTERS,9318,True,"Industrial Materials, Components & Equipment"
WOODLANDOR HOLDINGS BHD,WOODLAN,7025,True,Wood & Wood Products
BOX-PAK (MALAYSIA) BHD,BOXPAK,6297,False,Packaging Materials
JADE MARVEL GROUP BERHAD,JADEM,7043,False,Building Materials
NI HSIN GROUP BERHAD,NIHSIN,7215,True,Houshold Goods
NYLEX (MALAYSIA) BERHAD,NYLEX,4944,True,Chemicals
EDEN INC. BHD,EDEN,7471,True,Electricity
GDEX BERHAD,GDEX,0078,True,Transportation & Logistics Services
COMPUTER FORMS (MALAYSIA) BERHAD,CFM,8044,False,Industrial Services
PROGRESSIVE IMPACT CORPORATION,PICORP,7201,True,Industrial Services
MERIDIAN BERHAD,MERIDIAN,5040,True,Property
NOTION VTEC BERHAD,NOTION,0083,True,Technology Equipment
ICONIC WORLDWIDE BERHAD,ICONIC,9113,True,"Travel, Leisure & Hospitality"
JIANKUN INTERNATIONAL BERHAD,JIANKUN,8923,True,Property
WCT HOLDINGS BERHAD,WCT,9679,True,Construction
JCY INTERNATIONAL BERHAD,JCY,5161,True,Technology Equipment
AXIATA GROUP BERHAD,AXIATA,6888,True,Telecommunications Service Providers
PELIKAN INTERNATIONAL CORPORATION BERHAD,PELIKAN,5231,True,Consumer Services
MINETECH RESOURCES BERHAD,MINETEC,7219,True,Building Materials
KEY ASIC BERHAD,KEYASIC,0143,True,Semiconductors
EUROSPAN HOLDINGS BERHAD,EUROSP,7094,True,Houshold Goods
ADVENTA BHD,ADVENTA,7191,True,Health Care Equipment & Services
HONG SENG CONSOLIDATED BERHAD,HONGSENG,0041,True,Software
OCR GROUP BERHAD,OCR,7071,True,Construction
G CAPITAL BERHAD,GCAP,7676,True,Transportation & Logistics Services
ABM FUJIYA BERHAD,AFUJIYA,5198,True,Auto Parts
CENTRAL GLOBAL BERHAD,CGB,8052,True,Packaging Materials
TECHBASE INDUSTRIES BERHAD,TECHBASE,8966,True,Personal Goods
ASTEEL GROUP BERHAD,ASTEEL,7020,True,Metals
VIZIONE HOLDINGS BERHAD,VIZIONE,7070,True,Construction
DAGANG NEXCHANGE BERHAD,DNEX,4456,True,Digital Services
HEXTAR HEALTHCARE BERHAD,HEXCARE,7803,True,Health Care Equipment & Services
ADVANCE SYNERGY BERHAD,ASB,1481,True,"Travel, Leisure & Hospitality"
KIM HIN INDUSTRY BHD,KIMHIN,5371,True,Building Materials
SOUTHERN STEEL BERHAD,SSTEEL,5665,False,Metals
XIN HWA HOLDINGS BERHAD,XINHWA,5267,True,Transportation & Logistics Services
YB VENTURES BERHAD,YB,5048,True,Building Materials
MAGMA GROUP BERHAD,MAGMA,7243,True,Food & Beverages
MILUX CORPORATION BERHAD,MILUX,7935,True,Houshold Goods
K. SENG SENG CORPORATION BERHAD,KSSC,5192,True,"Industrial Materials, Components & Equipment"
QUALITY CONCRETE HOLDINGS BERHAD,QUALITY,7544,True,Building Materials
YONG TAI BERHAD,YONGTAI,7066,True,Property
WONG ENGINEERING CORPORATION BERHAD,WONG,7050,True,"Industrial Materials, Components & Equipment"
CREST BUILDER HOLDINGS BHD,CRESBLD,8591,True,Construction
BORNEO OIL BERHAD,BORNOIL,7036,True,Industrial Services
PLS PLANTATIONS BERHAD,PLS,9695,True,Plantation
SARAWAK CONSOLIDATED INDUSTRIES BERHAD,SCIB,9237,True,Building Materials
SINMAH CAPITAL BERHAD,SMCAP,9776,True,Agricultural Products
TUJU SETIA BERHAD,TJSETIA,5297,True,Construction
TA WIN HOLDINGS BERHAD,TAWIN,7097,True,Metals
TOP GLOVE CORPORATION BHD,TOPGLOV,7113,True,Health Care Equipment & Services
MUDAJAYA GROUP BERHAD,MUDAJYA,5085,True,Construction
MPIRE GLOBAL BERHAD,MPIRE,7943,True,Houshold Goods
ENRA GROUP BERHAD,ENRA,8613,True,Property
CHEETAH HOLDINGS BHD,CHEETAH,7209,True,Personal Goods
BSL CORPORATION BERHAD,BSLCORP,7221,True,Metals
JENTAYU SUSTAINABLES BERHAD,JSB,5673,True,Industrial Services
NICHE CAPITAL EMAS HLDG BHD,NICE,7139,True,Personal Goods
COUNTRY HEIGHTS HOLDINGS BHD,CHHB,5738,True,Property
JOHAN HOLDINGS BERHAD,JOHAN,3441,False,Other Financials
BENALEC HOLDINGS BERHAD,BENALEC,5190,True,Construction
ADVANCECON HOLDINGS BERHAD,ADVCON,5281,False,Construction
MALAKOFF CORPORATION BERHAD,MALAKOF,5264,True,Electricity
SINARAN ADVANCE GROUP BERHAD,SINARAN,5172,True,Personal Goods
MIECO CHIPBOARD BERHAD,MIECO,5001,True,Wood & Wood Products
SAPURA RESOURCES BERHAD,SAPRES,4596,True,Property
OMESTI BERHAD,OMESTI,9008,True,Digital Services
ARB BERHAD,ARBB,7181,True,Software
HO HUP CONSTRUCTION COMPANY BHD,HOHUP,5169,True,Construction
PLB ENGINEERING BERHAD,PLB,7055,True,Property
SCANWOLF CORPORATION BHD,SCNWOLF,7239,True,Building Materials
GREEN PACKET BERHAD,GPACKET,0082,True,Telecommunications Service Providers
PNE PCB BERHAD,PNEPCB,6637,True,"Industrial Materials, Components & Equipment"
SENTORIA GROUP BERHAD,SNTORIA,5213,False,Property
CYPARK RESOURCES BERHAD,CYPARK,5184,True,Industrial Services
HWA TAI INDUSTRIES BHD,HWATAI,8478,True,Food & Beverages
BTM RESOURCES BERHAD,BTM,7188,True,Wood & Wood Products
ATA IMS BERHAD,ATAIMS,8176,True,"Industrial Materials, Components & Equipment"
HB GLOBAL LIMITED,HBGLOB,5187,False,Food & Beverages
JADI IMAGING HOLDINGS BERHAD,JADI,7223,True,Consumer Services
DOLPHIN INTERNATIONAL BERHAD,DOLPHIN,5265,False,"Industrial Materials, Components & Equipment"
INFRAHARTA HOLDINGS BERHAD,IHB,7240,True,Construction
POS MALAYSIA BHD,POS,4634,True,Transportation & Logistics Services
SALUTICA BERHAD,SALUTE,0183,True,Personal Goods
TRIVE PROPERTY GROUP BERHAD,TRIVE,0118,True,Technology Equipment
HENGYUAN REFINING COMPANY BERHAD,HENGYUAN,4324,True,Oil & Gas Producers
LION INDUSTRIES CORPORATION BERHAD,LIONIND,4235,True,Metals
RENEUCO BERHAD,RENEUCO,7130,True,Personal Goods
AHB HOLDINGS BERHAD,AHB,7315,True,Consumer Services
CAREPLUS GROUP BERHAD,CAREPLS,0163,True,Health Care Equipment & Services
